drug	drug_action	KDT	KDT_name	Drug_effect	drugKDT
Tamoxifen	inducer	6462	SHBG	Activator	Tamoxifen6462
Acarbose	inhibitor	6476	SI	Inhibitor	Acarbose6476
Tebentafusp	binder	6490	PMEL	Ligand	Tebentafusp6490
Fluciclovine (18F)	binder	6510	SLC1A5	Ligand	Fluciclovine (18F)6510
Sotagliflozin	inhibitor	6523	SLC5A1	Inhibitor	Sotagliflozin6523
Ertugliflozin	antagonist	6524	SLC5A2	Inhibitor	Ertugliflozin6524
Sotagliflozin	inhibitor	6524	SLC5A2	Inhibitor	Sotagliflozin6524
Empagliflozin	inhibitor	6524	SLC5A2	Inhibitor	Empagliflozin6524
Dapagliflozin	antagonist|inhibitor	6524	SLC5A2	Inhibitor	Dapagliflozin6524
Canagliflozin	inhibitor	6524	SLC5A2	Inhibitor	Canagliflozin6524
Potassium perchlorate	inhibitor	6528	SLC5A5	Inhibitor	Potassium perchlorate6528
Iodine	substrate	6528	SLC5A5	Ligand	Iodine6528
Tiagabine	inhibitor	6529	SLC6A1	Inhibitor	Tiagabine6529
Phentermine	inhibitor	6530	SLC6A2	Inhibitor	Phentermine6530
Desipramine	inhibitor	6530	SLC6A2	Inhibitor	Desipramine6530
Duloxetine	inhibitor	6530	SLC6A2	Inhibitor	Duloxetine6530
Dosulepin	inhibitor	6530	SLC6A2	Inhibitor	Dosulepin6530
Netarsudil	inhibitor	6530	SLC6A2	Inhibitor	Netarsudil6530
Dexmethylphenidate	inhibitor	6530	SLC6A2	Inhibitor	Dexmethylphenidate6530
Nortriptyline	inhibitor	6530	SLC6A2	Inhibitor	Nortriptyline6530
Debrisoquine	inducer	6530	SLC6A2	Activator	Debrisoquine6530
Bupropion	inhibitor	6530	SLC6A2	Inhibitor	Bupropion6530
Pseudoephedrine	inhibitor	6530	SLC6A2	Inhibitor	Pseudoephedrine6530
Serdexmethylphenidate	inhibitor	6530	SLC6A2	Inhibitor	Serdexmethylphenidate6530
Protriptyline	inhibitor	6530	SLC6A2	Inhibitor	Protriptyline6530
Venlafaxine	inhibitor	6530	SLC6A2	Inhibitor	Venlafaxine6530
Tapentadol	inhibitor	6530	SLC6A2	Inhibitor	Tapentadol6530
Trimipramine	inhibitor	6530	SLC6A2	Inhibitor	Trimipramine6530
Maprotiline	inhibitor	6530	SLC6A2	Inhibitor	Maprotiline6530
Levomilnacipran	inhibitor	6530	SLC6A2	Inhibitor	Levomilnacipran6530
Phendimetrazine	negative modulator	6530	SLC6A2	Inhibitor	Phendimetrazine6530
Imipramine	inhibitor	6530	SLC6A2	Inhibitor	Imipramine6530
Dextroamphetamine	negative modulator	6530	SLC6A2	Inhibitor	Dextroamphetamine6530
Amitriptyline	inhibitor	6530	SLC6A2	Inhibitor	Amitriptyline6530
Desvenlafaxine	inhibitor	6530	SLC6A2	Inhibitor	Desvenlafaxine6530
Orphenadrine	inhibitor	6530	SLC6A2	Inhibitor	Orphenadrine6530
Atomoxetine	inhibitor	6530	SLC6A2	Inhibitor	Atomoxetine6530
Diethylpropion	inhibitor	6530	SLC6A2	Inhibitor	Diethylpropion6530
Guanadrel	partial agonist	6530	SLC6A2	Activator	Guanadrel6530
Milnacipran	inhibitor	6530	SLC6A2	Inhibitor	Milnacipran6530
Reboxetine	inhibitor	6530	SLC6A2	Inhibitor	Reboxetine6530
Cocaine	inhibitor	6530	SLC6A2	Inhibitor	Cocaine6530
Mazindol	inhibitor	6530	SLC6A2	Inhibitor	Mazindol6530
Phenmetrazine	inhibitor	6530	SLC6A2	Inhibitor	Phenmetrazine6530
Doxepin	inhibitor	6530	SLC6A2	Inhibitor	Doxepin6530
Guanethidine	inducer	6530	SLC6A2	Activator	Guanethidine6530
Tramadol	inhibitor	6530	SLC6A2	Inhibitor	Tramadol6530
Dextroamphetamine	negative modulator	6531	SLC6A3	Inhibitor	Dextroamphetamine6531
Bupropion	inhibitor	6531	SLC6A3	Inhibitor	Bupropion6531
Serdexmethylphenidate	inhibitor	6531	SLC6A3	Inhibitor	Serdexmethylphenidate6531
Cocaine	inhibitor	6531	SLC6A3	Inhibitor	Cocaine6531
Procaine	inhibitor	6531	SLC6A3	Inhibitor	Procaine6531
Pseudoephedrine	inhibitor	6531	SLC6A3	Inhibitor	Pseudoephedrine6531
Amphetamine	negative modulator	6531	SLC6A3	Inhibitor	Amphetamine6531
Armodafinil	antagonist|inhibitor	6531	SLC6A3	Inhibitor	Armodafinil6531
Dexmethylphenidate	inhibitor	6531	SLC6A3	Inhibitor	Dexmethylphenidate6531
Phenmetrazine	inhibitor	6531	SLC6A3	Inhibitor	Phenmetrazine6531
Dopamine	inducer	6531	SLC6A3	Activator	Dopamine6531
Phentermine	inhibitor	6531	SLC6A3	Inhibitor	Phentermine6531
Methylphenidate	inhibitor	6531	SLC6A3	Inhibitor	Methylphenidate6531
Mazindol	inhibitor	6531	SLC6A3	Inhibitor	Mazindol6531
Diethylpropion	inhibitor	6531	SLC6A3	Inhibitor	Diethylpropion6531
Benzatropine	inhibitor	6531	SLC6A3	Inhibitor	Benzatropine6531
Modafinil	inhibitor	6531	SLC6A3	Inhibitor	Modafinil6531
Vilazodone	inhibitor	6532	SLC6A4	Inhibitor	Vilazodone6532
Levomilnacipran	inhibitor	6532	SLC6A4	Inhibitor	Levomilnacipran6532
Fluvoxamine	inhibitor	6532	SLC6A4	Inhibitor	Fluvoxamine6532
Amoxapine	inhibitor	6532	SLC6A4	Inhibitor	Amoxapine6532
Amitriptyline	inhibitor	6532	SLC6A4	Inhibitor	Amitriptyline6532
Escitalopram	inhibitor	6532	SLC6A4	Inhibitor	Escitalopram6532
Venlafaxine	inhibitor	6532	SLC6A4	Inhibitor	Venlafaxine6532
Vortioxetine	inhibitor	6532	SLC6A4	Inhibitor	Vortioxetine6532
Dosulepin	inhibitor	6532	SLC6A4	Inhibitor	Dosulepin6532
Desipramine	inhibitor	6532	SLC6A4	Inhibitor	Desipramine6532
Tramadol	inhibitor	6532	SLC6A4	Inhibitor	Tramadol6532
Mazindol	inhibitor	6532	SLC6A4	Inhibitor	Mazindol6532
Imipramine	inhibitor	6532	SLC6A4	Inhibitor	Imipramine6532
Desvenlafaxine	inhibitor	6532	SLC6A4	Inhibitor	Desvenlafaxine6532
Clomipramine	inhibitor	6532	SLC6A4	Inhibitor	Clomipramine6532
Milnacipran	inhibitor	6532	SLC6A4	Inhibitor	Milnacipran6532
Protriptyline	inhibitor	6532	SLC6A4	Inhibitor	Protriptyline6532
Cocaine	inhibitor	6532	SLC6A4	Inhibitor	Cocaine6532
Sertraline	inhibitor|binder|downregulator	6532	SLC6A4	Inhibitor	Sertraline6532
Lorpiprazole	antagonist	6532	SLC6A4	Inhibitor	Lorpiprazole6532
Citalopram	inhibitor	6532	SLC6A4	Inhibitor	Citalopram6532
Trimipramine	inhibitor	6532	SLC6A4	Inhibitor	Trimipramine6532
Pseudoephedrine	inhibitor	6532	SLC6A4	Inhibitor	Pseudoephedrine6532
Phentermine	inhibitor	6532	SLC6A4	Inhibitor	Phentermine6532
Doxepin	inhibitor	6532	SLC6A4	Inhibitor	Doxepin6532
Lumateperone	inhibitor	6532	SLC6A4	Inhibitor	Lumateperone6532
Paroxetine	inhibitor	6532	SLC6A4	Inhibitor	Paroxetine6532
Duloxetine	inhibitor	6532	SLC6A4	Inhibitor	Duloxetine6532
Trazodone	inhibitor	6532	SLC6A4	Inhibitor	Trazodone6532
Fluoxetine	inhibitor	6532	SLC6A4	Inhibitor	Fluoxetine6532
Nortriptyline	inhibitor	6532	SLC6A4	Inhibitor	Nortriptyline6532
Creatine	other	6535	SLC6A8	Other	Creatine6535
Icosapent	inhibitor	6546	SLC8A1	Inhibitor	Icosapent6546
Dronedarone	inhibitor	6546	SLC8A1	Inhibitor	Dronedarone6546
Tenapanor	inhibitor	6550	SLC9A3	Inhibitor	Tenapanor6550
Bulevirtide	inhibitor	6554	SLC10A1	Inhibitor	Bulevirtide6554
Maralixibat	inhibitor	6555	SLC10A2	Inhibitor	Maralixibat6555
Odevixibat	inhibitor	6555	SLC10A2	Inhibitor	Odevixibat6555
Torasemide	inhibitor	6557	SLC12A1	Inhibitor	Torasemide6557
Furosemide	inhibitor	6557	SLC12A1	Inhibitor	Furosemide6557
Bumetanide	inhibitor	6557	SLC12A1	Inhibitor	Bumetanide6557
Chlorthalidone	inhibitor	6557	SLC12A1	Inhibitor	Chlorthalidone6557
Quinethazone	inhibitor	6557	SLC12A1	Inhibitor	Quinethazone6557
Etacrynic acid	inhibitor	6557	SLC12A1	Inhibitor	Etacrynic acid6557
Torasemide	inhibitor	6558	SLC12A2	Inhibitor	Torasemide6558
Bumetanide	inhibitor	6558	SLC12A2	Inhibitor	Bumetanide6558
Quinethazone	inhibitor	6558	SLC12A2	Inhibitor	Quinethazone6558
Benzthiazide	inhibitor	6559	SLC12A3	Inhibitor	Benzthiazide6559
Hydrochlorothiazide	inhibitor	6559	SLC12A3	Inhibitor	Hydrochlorothiazide6559
Quinethazone	inhibitor	6559	SLC12A3	Inhibitor	Quinethazone6559
Metolazone	inhibitor	6559	SLC12A3	Inhibitor	Metolazone6559
Bendroflumethiazide	inhibitor	6559	SLC12A3	Inhibitor	Bendroflumethiazide6559
Indapamide	inhibitor	6559	SLC12A3	Inhibitor	Indapamide6559
Polythiazide	inhibitor	6559	SLC12A3	Inhibitor	Polythiazide6559
Trichlormethiazide	inhibitor	6559	SLC12A3	Inhibitor	Trichlormethiazide6559
Chlorothiazide	inhibitor	6559	SLC12A3	Inhibitor	Chlorothiazide6559
Bumetanide	inhibitor	6560	SLC12A4	Inhibitor	Bumetanide6560
Isometheptene	inhibitor	6571	SLC18A2	Inhibitor	Isometheptene6571
Amphetamine	inhibitor	6571	SLC18A2	Inhibitor	Amphetamine6571
Deutetrabenazine	inhibitor	6571	SLC18A2	Inhibitor	Deutetrabenazine6571
Propylhexedrine	other	6571	SLC18A2	Other	Propylhexedrine6571
Benzphetamine	inducer	6571	SLC18A2	Activator	Benzphetamine6571
Dextroamphetamine	inducer	6571	SLC18A2	Activator	Dextroamphetamine6571
Deserpidine	inhibitor	6571	SLC18A2	Inhibitor	Deserpidine6571
Tetrabenazine	inhibitor	6571	SLC18A2	Inhibitor	Tetrabenazine6571
Nusinersen	antisense oligonucleotide	6606	SMN1	Activator	Nusinersen6606
Vismodegib	antagonist	6608	SMO	Inhibitor	Vismodegib6608
Glasdegib	inhibitor	6608	SMO	Inhibitor	Glasdegib6608
Letibotulinumtoxina	cleavage	6616	SNAP25	Other	Letibotulinumtoxina6616
Botulinum toxin type A	inhibitor	6616	SNAP25	Inhibitor	Botulinum toxin type A6616
Ezetimibe	inhibitor	6646	SOAT1	Inhibitor	Ezetimibe6646
Butenafine	inhibitor	6713	SQLE	Inhibitor	Butenafine6713
Naftifine	inhibitor	6713	SQLE	Inhibitor	Naftifine6713
Dasatinib	multitarget	6714	SRC	Other	Dasatinib6714
Tirbanibulin	inhibitor	6714	SRC	Inhibitor	Tirbanibulin6714
Norgestrel	inhibitor	6715	SRD5A1	Inhibitor	Norgestrel6715
Dutasteride	inhibitor	6715	SRD5A1	Inhibitor	Dutasteride6715
Levonorgestrel	inhibitor	6715	SRD5A1	Inhibitor	Levonorgestrel6715
Finasteride	inhibitor	6716	SRD5A2	Inhibitor	Finasteride6716
Dutasteride	inhibitor	6716	SRD5A2	Inhibitor	Dutasteride6716
Azelaic acid	inhibitor	6716	SRD5A2	Inhibitor	Azelaic acid6716
Azelaic acid	inhibitor	6718	AKR1D1	Inhibitor	Azelaic acid6718
Lutetium Lu 177 dotatate	agonist	6751	SSTR1	Activator	Lutetium Lu 177 dotatate6751
Edotreotide gallium Ga-68	ligand	6751	SSTR1	Ligand	Edotreotide gallium Ga-686751
Somatostatin	agonist	6751	SSTR1	Activator	Somatostatin6751
Lutetium Lu 177 dotatate	agonist	6752	SSTR2	Activator	Lutetium Lu 177 dotatate6752
Edotreotide gallium Ga-68	ligand	6752	SSTR2	Ligand	Edotreotide gallium Ga-686752
Copper oxodotreotide Cu-64	binder	6752	SSTR2	Ligand	Copper oxodotreotide Cu-646752
Somatostatin	agonist	6752	SSTR2	Activator	Somatostatin6752
Dotatate gallium Ga-68	binder	6752	SSTR2	Ligand	Dotatate gallium Ga-686752
Somatostatin	agonist	6753	SSTR3	Activator	Somatostatin6753
Edotreotide gallium Ga-68	ligand	6753	SSTR3	Ligand	Edotreotide gallium Ga-686753
Lutetium Lu 177 dotatate	agonist	6753	SSTR3	Activator	Lutetium Lu 177 dotatate6753
Lutetium Lu 177 dotatate	agonist	6754	SSTR4	Activator	Lutetium Lu 177 dotatate6754
Somatostatin	agonist	6754	SSTR4	Activator	Somatostatin6754
Somatostatin	agonist	6755	SSTR5	Activator	Somatostatin6755
Edotreotide gallium Ga-68	ligand	6755	SSTR5	Ligand	Edotreotide gallium Ga-686755
Lutetium Lu 177 dotatate	agonist	6755	SSTR5	Activator	Lutetium Lu 177 dotatate6755
Omega-3-carboxylic acids	potentiator	6785	ELOVL4	Activator	Omega-3-carboxylic acids6785
Glipizide	inhibitor	6833	ABCC8	Inhibitor	Glipizide6833
Glimepiride	inducer	6833	ABCC8	Activator	Glimepiride6833
Gliquidone	inhibitor	6833	ABCC8	Inhibitor	Gliquidone6833
Gliclazide	binder	6833	ABCC8	Ligand	Gliclazide6833
Chlorpropamide	inhibitor	6833	ABCC8	Inhibitor	Chlorpropamide6833
Repaglinide	inhibitor	6833	ABCC8	Inhibitor	Repaglinide6833
Tolbutamide	inhibitor	6833	ABCC8	Inhibitor	Tolbutamide6833
Nateglinide	inhibitor	6833	ABCC8	Inhibitor	Nateglinide6833
Botulinum toxin type B	binder	6843	VAMP1	Ligand	Botulinum toxin type B6843
Botulinum toxin type B	binder	6844	VAMP2	Ligand	Botulinum toxin type B6844
Fostamatinib	inhibitor	6850	SYK	Inhibitor	Fostamatinib6850
Fosnetupitant	antagonist	6869	TACR1	Inhibitor	Fosnetupitant6869
Aprepitant	antagonist	6869	TACR1	Inhibitor	Aprepitant6869
Rolapitant	antagonist	6869	TACR1	Inhibitor	Rolapitant6869
Netupitant	antagonist	6869	TACR1	Inhibitor	Netupitant6869
Ripretinib	inhibitor	7010	TEK	Inhibitor	Ripretinib7010
Regorafenib	inhibitor	7010	TEK	Inhibitor	Regorafenib7010
Dalteparin	inhibitor	7035	TFPI	Inhibitor	Dalteparin7035
Andexanet alfa	inhibitor	7035	TFPI	Inhibitor	Andexanet alfa7035
Ferric cation	agonist	7037	TFRC	Activator	Ferric cation7037
Tetraferric tricitrate decahydrate	ligand	7037	TFRC	Ligand	Tetraferric tricitrate decahydrate7037
Terazosin	inducer	7040	TGFB1	Activator	Terazosin7040
Foreskin keratinocyte (neonatal)	agonist	7040	TGFB1	Activator	Foreskin keratinocyte (neonatal)7040
Foreskin keratinocyte (neonatal)	agonist	7048	TGFBR2	Activator	Foreskin keratinocyte (neonatal)7048
Metyrosine	binder	7054	TH	Ligand	Metyrosine7054
Sapropterin	cofactor	7054	TH	Other	Sapropterin7054
Liotrix	agonist	7067	THRA	Activator	Liotrix7067
Liothyronine	agonist	7067	THRA	Activator	Liothyronine7067
Dextrothyroxine	agonist	7067	THRA	Activator	Dextrothyroxine7067
Levothyroxine	agonist	7067	THRA	Activator	Levothyroxine7067
Levothyroxine	agonist	7068	THRB	Activator	Levothyroxine7068
Liotrix	agonist	7068	THRB	Activator	Liotrix7068
Dextrothyroxine	agonist	7068	THRB	Activator	Dextrothyroxine7068
Liothyronine	agonist	7068	THRB	Activator	Liothyronine7068
Brivudine	substrate	7084	TK2	Ligand	Brivudine7084
Adapalene	antagonist	7097	TLR2	Inhibitor	Adapalene7097
Tuberculin purified protein derivative	ligand	7097	TLR2	Ligand	Tuberculin purified protein derivative7097
Mifamurtide	ligand	7099	TLR4	Ligand	Mifamurtide7099
Pomalidomide	inhibitor	7124	TNF	Inhibitor	Pomalidomide7124
Glycyrrhizic acid	antagonist	7124	TNF	Inhibitor	Glycyrrhizic acid7124
Golimumab	antibody	7124	TNF	Ligand	Golimumab7124
Foreskin keratinocyte (neonatal)	agonist	7124	TNF	Activator	Foreskin keratinocyte (neonatal)7124
Adalimumab	inhibitor|antibody	7124	TNF	Inhibitor	Adalimumab7124
Infliximab	inhibitor	7124	TNF	Inhibitor	Infliximab7124
Etanercept	inhibitor|antibody	7124	TNF	Inhibitor	Etanercept7124
Certolizumab pegol	neutralizer	7124	TNF	Other	Certolizumab pegol7124
Tasonermin	agonist	7132	TNFRSF1A	Activator	Tasonermin7132
Levosimendan	potentiator	7134	TNNC1	Activator	Levosimendan7134
Sacituzumab govitecan	inhibitor	7150	TOP1	Inhibitor	Sacituzumab govitecan7150
Trastuzumab deruxtecan	inhibitor	7150	TOP1	Inhibitor	Trastuzumab deruxtecan7150
Topotecan	inhibitor	7150	TOP1	Inhibitor	Topotecan7150
Doxorubicin	inhibitor	7150	TOP1	Inhibitor	Doxorubicin7150
Sodium stibogluconate	inhibitor	7150	TOP1	Inhibitor	Sodium stibogluconate7150
Irinotecan	inhibitor	7150	TOP1	Inhibitor	Irinotecan7150
Amsacrine	inhibitor	7153	TOP2A	Inhibitor	Amsacrine7153
Idarubicin	inhibitor	7153	TOP2A	Inhibitor	Idarubicin7153
Finafloxacin	inhibitor	7153	TOP2A	Inhibitor	Finafloxacin7153
Mitoxantrone	inhibitor	7153	TOP2A	Inhibitor	Mitoxantrone7153
Teniposide	inhibitor	7153	TOP2A	Inhibitor	Teniposide7153
Etoposide	inhibitor	7153	TOP2A	Inhibitor	Etoposide7153
Doxorubicin	inhibitor	7153	TOP2A	Inhibitor	Doxorubicin7153
Podofilox	inhibitor	7153	TOP2A	Inhibitor	Podofilox7153
Daunorubicin	inhibitor	7153	TOP2A	Inhibitor	Daunorubicin7153
Valrubicin	inhibitor	7153	TOP2A	Inhibitor	Valrubicin7153
Doxorubicin	inhibitor	7155	TOP2B	Inhibitor	Doxorubicin7155
Daunorubicin	inhibitor	7155	TOP2B	Inhibitor	Daunorubicin7155
Telotristat ethyl	antagonist	7166	TPH1	Inhibitor	Telotristat ethyl7166
Sapropterin	cofactor	7166	TPH1	Other	Sapropterin7166
Olsalazine	inhibitor	7172	TPMT	Inhibitor	Olsalazine7172
Carbimazole	inhibitor	7173	TPO	Inhibitor	Carbimazole7173
Propylthiouracil	inhibitor	7173	TPO	Inhibitor	Propylthiouracil7173
Methimazole	substrate|inhibitor	7173	TPO	Inhibitor	Methimazole7173
Protirelin	ligand	7201	TRHR	Ligand	Protirelin7201
Thyrotropin alfa	agonist	7253	TSHR	Activator	Thyrotropin alfa7253
Tafamidis	chaperone	7276	TTR	Other	Tafamidis7276
Cabazitaxel	binder	7277	TUBA4A	Ligand	Cabazitaxel7277
Podofilox	inhibitor	7277	TUBA4A	Inhibitor	Podofilox7277
Vinblastine	binder	7283	TUBG1	Ligand	Vinblastine7283
Arsenic trioxide	inhibitor	7296	TXNRD1	Inhibitor	Arsenic trioxide7296
Ruxolitinib	inhibitor	7297	TYK2	Inhibitor	Ruxolitinib7297
Deucravacitinib	inhibitor	7297	TYK2	Inhibitor	Deucravacitinib7297
Tegafur-uracil	antagonist	7298	TYMS	Inhibitor	Tegafur-uracil7298
Capecitabine	inhibitor	7298	TYMS	Inhibitor	Capecitabine7298
Methotrexate	inhibitor	7298	TYMS	Inhibitor	Methotrexate7298
Tegafur	inhibitor	7298	TYMS	Inhibitor	Tegafur7298
Trifluridine	inhibitor	7298	TYMS	Inhibitor	Trifluridine7298
Pemetrexed	inhibitor	7298	TYMS	Inhibitor	Pemetrexed7298
Fluorouracil	other	7298	TYMS	Other	Fluorouracil7298
Floxuridine	other	7298	TYMS	Other	Floxuridine7298
Raltitrexed	inhibitor	7298	TYMS	Inhibitor	Raltitrexed7298
Hydroquinone	inhibitor	7299	TYR	Inhibitor	Hydroquinone7299
Azelaic acid	inhibitor	7299	TYR	Inhibitor	Azelaic acid7299
Arbutin	inhibitor	7299	TYR	Inhibitor	Arbutin7299
Miglustat	inhibitor	7357	UGCG	Inhibitor	Miglustat7357
Eliglustat	inhibitor	7357	UGCG	Inhibitor	Eliglustat7357
Alfacalcidol	agonist	7421	VDR	Activator	Alfacalcidol7421
Ergocalciferol	agonist	7421	VDR	Activator	Ergocalciferol7421
Calcitriol	antagonist	7421	VDR	Inhibitor	Calcitriol7421
Cholecalciferol	agonist	7421	VDR	Activator	Cholecalciferol7421
Dihydrotachysterol	agonist	7421	VDR	Activator	Dihydrotachysterol7421
Paricalcitol	agonist	7421	VDR	Activator	Paricalcitol7421
Calcifediol	agonist	7421	VDR	Activator	Calcifediol7421
Pegaptanib	antagonist	7422	VEGFA	Inhibitor	Pegaptanib7422
Ranibizumab	antibody	7422	VEGFA	Ligand	Ranibizumab7422
Aflibercept	binder	7422	VEGFA	Ligand	Aflibercept7422
Brolucizumab	inhibitor	7422	VEGFA	Inhibitor	Brolucizumab7422
Faricimab	antagonist	7422	VEGFA	Inhibitor	Faricimab7422
Bevacizumab	other	7422	VEGFA	Other	Bevacizumab7422
Foreskin keratinocyte (neonatal)	agonist	7422	VEGFA	Activator	Foreskin keratinocyte (neonatal)7422
Dalteparin	inhibitor	7422	VEGFA	Inhibitor	Dalteparin7422
Aflibercept	binder	7423	VEGFB	Ligand	Aflibercept7423
Capsaicin	agonist|regulator	7442	TRPV1	Activator	Capsaicin7442
alpha-Linolenic acid	inhibitor	7442	TRPV1	Inhibitor	alpha-Linolenic acid7442
Capsicum oleoresin	agonist|activator	7442	TRPV1	Activator	Capsicum oleoresin7442
Zucapsaicin	agonist|activator	7442	TRPV1	Activator	Zucapsaicin7442
Antihemophilic factor, human recombinant	binder	7450	VWF	Ligand	Antihemophilic factor, human recombinant7450
Efmoroctocog alfa	binding	7450	VWF	Ligand	Efmoroctocog alfa7450
Moroctocog alfa	binder	7450	VWF	Ligand	Moroctocog alfa7450
Simoctocog alfa	binding	7450	VWF	Ligand	Simoctocog alfa7450
Rurioctocog alfa pegol	binder	7450	VWF	Ligand	Rurioctocog alfa pegol7450
Turoctocog alfa pegol	binder	7450	VWF	Ligand	Turoctocog alfa pegol7450
Antihemophilic factor (recombinant), PEGylated	binder	7450	VWF	Ligand	Antihemophilic factor (recombinant), PEGylated7450
Lonoctocog alfa	binder	7450	VWF	Ligand	Lonoctocog alfa7450
Susoctocog alfa	binding	7450	VWF	Ligand	Susoctocog alfa7450
Allopurinol	inhibitor	7498	XDH	Inhibitor	Allopurinol7498
Febuxostat	inhibitor	7498	XDH	Inhibitor	Febuxostat7498
Selinexor	inhibitor	7514	XPO1	Inhibitor	Selinexor7514
Dasatinib	inhibitor	7525	YES1	Inhibitor	Dasatinib7525
Vinblastine	binder	7846	TUBA1A	Ligand	Vinblastine7846
Mebendazole	inhibitor	7846	TUBA1A	Inhibitor	Mebendazole7846
Plerixafor	antagonist|inhibitor	7852	CXCR4	Inhibitor	Plerixafor7852
Taurine	agonist	8001	GLRA3	Activator	Taurine8001
Agkistrodon piscivorus antivenin	antagonist	8399	PLA2G10	Inhibitor	Agkistrodon piscivorus antivenin8399
Crotalus adamanteus antivenin	antagonist	8399	PLA2G10	Inhibitor	Crotalus adamanteus antivenin8399
Orlistat	inhibitor	8513	LIPF	Inhibitor	Orlistat8513
Pyridoxine	ligand	8566	PDXK	Ligand	Pyridoxine8566
Lenalidomide	inhibitor	8600	TNFSF11	Inhibitor	Lenalidomide8600
Denosumab	antibody	8600	TNFSF11	Ligand	Denosumab8600
Hydralazine	inhibitor	8639	AOC3	Inhibitor	Hydralazine8639
Theophylline	inhibitor	8654	PDE5A	Inhibitor	Theophylline8654
Tadalafil	inhibitor	8654	PDE5A	Inhibitor	Tadalafil8654
Avanafil	inhibitor	8654	PDE5A	Inhibitor	Avanafil8654
Vardenafil	inhibitor	8654	PDE5A	Inhibitor	Vardenafil8654
Sildenafil	inhibitor	8654	PDE5A	Inhibitor	Sildenafil8654
Dipyridamole	inhibitor	8654	PDE5A	Inhibitor	Dipyridamole8654
Udenafil	inhibitor	8654	PDE5A	Inhibitor	Udenafil8654
Spesolimab	antagonist	8808	IL1RL2	Inhibitor	Spesolimab8808
Vorinostat	inhibitor	8841	HDAC3	Inhibitor	Vorinostat8841
Niacin	agonist	8843	HCAR3	Activator	Niacin8843
Erlotinib	agonist	8856	NR1I2	Activator	Erlotinib8856
Amlodipine	inhibitor	8911	CACNA1I	Inhibitor	Amlodipine8911
Paramethadione	inhibitor	8911	CACNA1I	Inhibitor	Paramethadione8911
Cinnarizine	inhibitor	8911	CACNA1I	Inhibitor	Cinnarizine8911
Zonisamide	inhibitor	8911	CACNA1I	Inhibitor	Zonisamide8911
Flunarizine	inhibitor	8911	CACNA1I	Inhibitor	Flunarizine8911
Isradipine	inhibitor	8912	CACNA1H	Inhibitor	Isradipine8912
Zonisamide	inhibitor	8912	CACNA1H	Inhibitor	Zonisamide8912
Cinnarizine	inhibitor	8912	CACNA1H	Inhibitor	Cinnarizine8912
Flunarizine	inhibitor	8912	CACNA1H	Inhibitor	Flunarizine8912
Methsuximide	inhibitor	8913	CACNA1G	Inhibitor	Methsuximide8913
Ethosuximide	inhibitor	8913	CACNA1G	Inhibitor	Ethosuximide8913
Flunarizine	inhibitor	8913	CACNA1G	Inhibitor	Flunarizine8913
Cinnarizine	inhibitor	8913	CACNA1G	Inhibitor	Cinnarizine8913
Trimethadione	inhibitor	8913	CACNA1G	Inhibitor	Trimethadione8913
Zonisamide	inhibitor	8913	CACNA1G	Inhibitor	Zonisamide8913
Acarbose	inhibitor	8972	MGAM	Inhibitor	Acarbose8972
Miglitol	antagonist|inhibitor	8972	MGAM	Inhibitor	Miglitol8972
Levomenthol	inducer	8989	TRPA1	Activator	Levomenthol8989
Fluciclovine (18F)	binder	9056	SLC7A7	Ligand	Fluciclovine (18F)9056
Isradipine	inhibitor	9254	CACNA2D2	Inhibitor	Isradipine9254
Dalfampridine	antagonist	9312	KCNB2	Inhibitor	Dalfampridine9312
Teduglutide	agonist	9340	GLP2R	Activator	Teduglutide9340
Probenecid	inhibitor	9356	SLC22A6	Inhibitor	Probenecid9356
Probenecid	inhibitor	9376	SLC22A8	Inhibitor	Probenecid9376
alpha-Linolenic acid	ligand	9415	FADS2	Ligand	alpha-Linolenic acid9415
Zoledronic acid	inhibitor	9453	GGPS1	Inhibitor	Zoledronic acid9453
Ibandronate	inhibitor	9453	GGPS1	Inhibitor	Ibandronate9453
Netarsudil	inhibitor	9475	ROCK2	Inhibitor	Netarsudil9475
Belumosudil	inhibitor	9475	ROCK2	Inhibitor	Belumosudil9475
Baclofen	agonist	9568	GABBR2	Activator	Baclofen9568
Amphetamine	agonist	9607	CARTPT	Activator	Amphetamine9607
Valproic acid	inhibitor	9734	HDAC9	Inhibitor	Valproic acid9734
Dimethyl fumarate	binder	9817	KEAP1	Ligand	Dimethyl fumarate9817
Brivaracetam	unknown	9900	SV2A	Other	Brivaracetam9900
Levetiracetam	agonist	9900	SV2A	Activator	Levetiracetam9900
Obeticholic acid	agonist	9971	NR1H4	Activator	Obeticholic acid9971
Vorinostat	inhibitor	10013	HDAC6	Inhibitor	Vorinostat10013
Talazoparib	inhibitor	10038	PARP2	Inhibitor	Talazoparib10038
Rucaparib	inhibitor	10038	PARP2	Inhibitor	Rucaparib10038
Olaparib	inhibitor	10038	PARP2	Inhibitor	Olaparib10038
Niraparib	inhibitor	10038	PARP2	Inhibitor	Niraparib10038
Olaparib	inhibitor	10039	PARP3	Inhibitor	Olaparib10039
Rucaparib	inhibitor	10039	PARP3	Inhibitor	Rucaparib10039
Nicorandil	activator	10060	ABCC9	Activator	Nicorandil10060
Cyclosporine	binder	10105	PPIF	Ligand	Cyclosporine10105
